,delta_30d,delta_90d,period,surplus_buffer
1305,478757.91396150127,1168850.6917463944,2020-08-30 00:00:00+00:00,366756.3417597149
1306,560364.1864050948,1169282.960913918,2020-08-29 00:00:00+00:00,366569.2125405315
1307,651207.5059234904,1180176.22810467,2020-08-28 00:00:00+00:00,366569.2125405315
1308,739157.7389271049,1181586.1489629939,2020-08-27 00:00:00+00:00,366569.2125405315
1309,798370.6474259901,1179329.5081888104,2020-08-26 00:00:00+00:00,365659.2064460771
1310,872037.538423057,1180845.2113914364,2020-08-25 00:00:00+00:00,365659.2064460771
1311,752249.0488488094,1121622.5403068126,2020-08-24 00:00:00+00:00,350679.9343140477
1312,812052.3502485943,1123146.1716807825,2020-08-23 00:00:00+00:00,350679.9343140477
1313,879052.5122606679,1124286.1909375854,2020-08-22 00:00:00+00:00,350580.4709506179
1314,928163.3079339975,1125577.7279954713,2020-08-21 00:00:00+00:00,350540.0578506179
1315,985295.3432083852,1126062.5441104136,2020-08-20 00:00:00+00:00,350365.57713114703
1316,1043782.303562344,1126850.421510415,2020-08-19 00:00:00+00:00,350348.02713114704
1317,1099360.8997067243,1155527.597532583,2020-08-18 00:00:00+00:00,349914.09019100055
1318,1147870.3081461214,1163409.1541464375,2020-08-17 00:00:00+00:00,349799.0091534503
1319,1201377.9290810751,1163338.5778959037,2020-08-16 00:00:00+00:00,349765.1140466712
1320,1244703.1068487712,1162703.0178084325,2020-08-15 00:00:00+00:00,349597.6642325183
1321,1287995.0736309043,1162745.2718201305,2020-08-14 00:00:00+00:00,349597.6642325183
1322,1329945.3347212572,1173783.4070934502,2020-08-13 00:00:00+00:00,349534.4770807205
1323,1372036.0122715072,1173852.820102396,2020-08-12 00:00:00+00:00,349534.4770807205
1324,1413698.2177345895,1192458.384822745,2020-08-11 00:00:00+00:00,349493.13708072045
1325,1454899.3892742158,1192134.5269897436,2020-08-10 00:00:00+00:00,349405.3012057558
1326,1497097.429023453,1192166.577006939,2020-08-09 00:00:00+00:00,349405.3012057558
1327,1534996.9546839453,1202041.9871629886,2020-08-08 00:00:00+00:00,349035.1487805713
1328,1574590.0697438093,1232526.8453683564,2020-08-07 00:00:00+00:00,348893.34559249197
1329,1615405.0852104058,1232363.7397336224,2020-08-06 00:00:00+00:00,348768.91095942503
1330,1656162.1954538648,1232217.1206060774,2020-08-05 00:00:00+00:00,348727.30699547246
1331,1694466.3316143493,1232161.8364581421,2020-08-04 00:00:00+00:00,348706.8999090235
1332,1730983.2904000487,1232174.6304759092,2020-08-03 00:00:00+00:00,348706.8999090235
1333,1716581.9925929017,1217651.3248778547,2020-08-02 00:00:00+00:00,345113.4921060287
1334,1624970.3950235671,1182357.2578666974,2020-08-01 00:00:00+00:00,335407.96460229857
1335,1548177.3942992832,1158281.629440345,2020-07-31 00:00:00+00:00,327406.3762286326
1336,1479837.7920940022,1131369.2041363032,2020-07-30 00:00:00+00:00,320511.8821510716
1337,1403264.16274114,1101731.1030530676,2020-07-29 00:00:00+00:00,313045.3079440802
1338,1329819.311124638,1112087.6909513252,2020-07-28 00:00:00+00:00,305816.5216698105
1339,2542892.3970361506,1090032.306203792,2020-07-27 00:00:00+00:00,300039.7011781875
1340,2473670.1688586255,1067098.3566039084,2020-07-26 00:00:00+00:00,293984.88821952447
1341,2415323.065729209,1049048.5683198336,2020-07-25 00:00:00+00:00,288851.2453675702
1342,2392398.639702104,1031056.8190453697,2020-07-24 00:00:00+00:00,283935.905526492
1343,2328342.637033705,1010445.7027088843,2020-07-23 00:00:00+00:00,278329.5795319329
1344,2282542.4737850367,996287.2130650929,2020-07-22 00:00:00+00:00,274252.6626779606
1345,2227089.713453711,978796.3966153944,2020-07-21 00:00:00+00:00,269382.39823730715
1346,2172486.4961087485,960029.0320712248,2020-07-20 00:00:00+00:00,264557.7008109544
1347,2115454.6115589743,940656.8600469573,2020-07-19 00:00:00+00:00,259555.6600781191
1348,2069297.8546182537,930752.8625829747,2020-07-18 00:00:00+00:00,255453.50437431704
1349,2020054.979876665,918452.4004065366,2020-07-17 00:00:00+00:00,251021.72261534995
1350,1978517.8015958888,908663.8977868019,2020-07-16 00:00:00+00:00,247293.29928604394
1351,1944659.5508082428,899722.047957372,2020-07-15 00:00:00+00:00,243735.0554409371
1352,1905864.167929031,890982.8337870362,2020-07-14 00:00:00+00:00,240223.90162417878
1353,1867303.8051028696,882388.6588527071,2020-07-13 00:00:00+00:00,236764.39388032263
1354,1828654.781277957,873690.2312097428,2020-07-12 00:00:00+00:00,233298.76302034323
1355,1789900.1115585126,864948.3486701269,2020-07-11 00:00:00+00:00,229824.52948458737
1356,1763548.965564617,856224.7057500456,2020-07-10 00:00:00+00:00,226356.19745040347
1357,1724750.1721646038,847369.7506718278,2020-07-09 00:00:00+00:00,222871.01551887716
1358,1686963.9280116085,838935.5771245562,2020-07-08 00:00:00+00:00,219474.98369574052
1359,1648348.5963483036,830516.7142416979,2020-07-07 00:00:00+00:00,215995.8902571999
1360,1611028.5422361756,822445.0533202133,2020-07-06 00:00:00+00:00,212604.3868211822
1361,1576105.0638409546,815785.0285110647,2020-07-05 00:00:00+00:00,209435.6945708578
1362,1543191.6588349603,814096.0902253024,2020-07-04 00:00:00+00:00,206434.30069806057
1363,1517556.6731978087,815036.6420234283,2020-07-03 00:00:00+00:00,204024.561207982
1364,1494828.816873491,818197.4170236354,2020-07-02 00:00:00+00:00,201848.75405241633
1365,1479616.7669783987,822997.2911858634,2020-07-01 00:00:00+00:00,200158.91916293808
1366,1467646.9042426574,829275.3361513086,2020-06-30 00:00:00+00:00,198881.37869129062
1367,1486057.0156493795,839926.6222016026,2020-06-29 00:00:00+00:00,197708.52744480842
1368,1475781.3968372385,846396.6625424328,2020-06-28 00:00:00+00:00,196516.30431710056
1369,196725.48010429036,431461.56115113903,2020-06-27 00:00:00+00:00,91034.84662727102
1370,196827.92689262689,444510.9465999179,2020-06-26 00:00:00+00:00,90669.53187497989
1371,197295.50634241957,457382.37522922526,2020-06-25 00:00:00+00:00,90331.54133503244
1372,164987.5250916491,4514636.399329573,2020-06-24 00:00:00+00:00,87300.40089344236
1373,165463.42351838297,4530078.001337604,2020-06-23 00:00:00+00:00,86958.95183053246
1374,166027.40226738094,4546206.292842539,2020-06-22 00:00:00+00:00,86646.4319559028
1375,165802.57566914463,4564431.001362883,2020-06-21 00:00:00+00:00,86333.92863837199
1376,164282.46486015242,5802845.587332467,2020-06-20 00:00:00+00:00,85997.16688420794
1377,251767.2813320508,13931016.878501223,2020-06-19 00:00:00+00:00,85682.67830614862
1378,273059.2996749373,13947222.726978026,2020-06-18 00:00:00+00:00,85374.22865226878
1379,268582.82472997153,13963681.544147536,2020-06-17 00:00:00+00:00,84989.80646110354
1380,264888.1449806379,22087896.798034962,2020-06-16 00:00:00+00:00,84675.397785012
1381,255581.19102124442,22093052.5090022,2020-06-15 00:00:00+00:00,83900.02386765688
1382,285540.7186300621,22096891.36239597,2020-06-14 00:00:00+00:00,83577.53165740911
1383,282218.6429328108,23308979.777737536,2020-06-13 00:00:00+00:00,83287.36880337444
1384,335022.1554556891,23327429.04195448,2020-06-12 00:00:00+00:00,82998.37003859336
1385,331604.0801365025,23347546.864362404,2020-06-11 00:00:00+00:00,82709.45182224386
1386,315853.33643274737,15096962.73612007,2020-06-10 00:00:00+00:00,81406.96740399662
1387,346378.8346404163,-1730589.6617961684,2020-06-09 00:00:00+00:00,81110.72739575902
1388,436026.53834965185,-1728426.9119519952,2020-06-08 00:00:00+00:00,80820.41427012887
1389,433337.53764215787,-1733031.5082268193,2020-06-07 00:00:00+00:00,80515.18370802427
1390,429460.6241281912,-1704517.1503398367,2020-06-06 00:00:00+00:00,80191.0819798527
1391,425914.11391912255,-1743841.6437048567,2020-06-05 00:00:00+00:00,79892.81261132729
1392,422348.942192719,-1740002.0148907087,2020-06-04 00:00:00+00:00,79596.63010888576
1393,418815.30884285376,-1744263.1862039403,2020-06-03 00:00:00+00:00,79293.87573966896
1394,427272.56170303415,-1708381.132638081,2020-06-02 00:00:00+00:00,78986.11156966364
1395,447050.727043354,-1715033.2089682107,2020-06-01 00:00:00+00:00,78546.5821510149
1396,446622.9160722502,-1718038.6560899985,2020-05-31 00:00:00+00:00,78252.86601381194
1397,415872.13076868333,-1730253.2932580821,2020-05-30 00:00:00+00:00,75566.85492568134
1398,530662.364892099,-1732136.5572205405,2020-05-29 00:00:00+00:00,75219.20320719054
1399,530479.0414709356,-1732048.3880329025,2020-05-28 00:00:00+00:00,74865.62908445264
1400,530796.9740604721,-1734041.4531003763,2020-05-27 00:00:00+00:00,74491.89404818864
1401,534527.1328878714,-1760836.4449091791,2020-05-26 00:00:00+00:00,74115.472320587
1402,535784.2923423564,-1737293.8767124335,2020-05-25 00:00:00+00:00,73739.78239275888
1403,537531.0475745647,-1770081.8103881427,2020-05-24 00:00:00+00:00,73359.21839066537
1404,540291.7631428617,-1762048.3199591453,2020-05-23 00:00:00+00:00,73000.34409830984
1405,543496.9007233272,-1760606.4319237496,2020-05-22 00:00:00+00:00,72706.31967926421
1406,543318.135244773,-1760501.6727887308,2020-05-21 00:00:00+00:00,72494.49853953788
1407,454748.68724984647,-1786004.2302023731,2020-05-20 00:00:00+00:00,64989.47710077458
1408,449901.433455733,-1789438.0132911755,2020-05-19 00:00:00+00:00,62930.99854199996
1409,466719.3966129738,-1780211.2678413144,2020-05-18 00:00:00+00:00,62914.50579836615
1410,482585.7467838792,-1773506.2427666169,2020-05-17 00:00:00+00:00,62903.769430439024
1411,498925.402042629,-1805949.0771094072,2020-05-16 00:00:00+00:00,62893.35063303405
1412,481543.61480201565,-1793840.784719201,2020-05-15 00:00:00+00:00,60108.43149603414
1413,497643.52852244105,-1808740.8533828382,2020-05-14 00:00:00+00:00,60091.31595958177
1414,457393.75689558266,-1820827.5362516462,2020-05-13 00:00:00+00:00,55462.302466892885
1415,473340.8543153652,-1810711.5442882513,2020-05-12 00:00:00+00:00,55454.32194801078
1416,489271.8152527726,-1830846.4139786623,2020-05-11 00:00:00+00:00,55446.41920404478
1417,470980.24521046306,-1827160.1204353105,2020-05-10 00:00:00+00:00,52641.23413764261
1418,393816.26501240814,-1851916.686959655,2020-05-09 00:00:00+00:00,44982.61659755474
1419,409864.0087346323,-1845477.1738047882,2020-05-08 00:00:00+00:00,44898.39979223047
1420,426845.99359627283,-1875667.8078712893,2020-05-07 00:00:00+00:00,44892.94848986437
1421,445335.90777311666,-1864201.3410694469,2020-05-06 00:00:00+00:00,44886.173111125434
1422,476747.66964822775,-1883696.0284267727,2020-05-05 00:00:00+00:00,44883.01842181296
1423,508737.9440296225,-1870946.9759993493,2020-05-04 00:00:00+00:00,44870.69967039331
1424,532490.8724943807,-1863948.7357208682,2020-05-03 00:00:00+00:00,43867.8188269485
1425,542324.3795358378,-1863797.1324938792,2020-05-02 00:00:00+00:00,41802.68677758854
1426,573556.1881390185,-1895658.4276935568,2020-05-01 00:00:00+00:00,41544.13318595576
1427,617850.7201867449,-1847592.9847698193,2020-04-30 00:00:00+00:00,41385.583903597784
1428,532746.2258979607,-1837468.6401539363,2020-04-29 00:00:00+00:00,31603.118421538562
1429,567180.1618781913,-1788248.8308820415,2020-04-28 00:00:00+00:00,31264.61197725245
1430,605907.9388466546,-1741200.2594398682,2020-04-27 00:00:00+00:00,30864.745495273117
1431,640324.4864573848,-1692862.812650646,2020-04-26 00:00:00+00:00,30181.735370898943
1432,12843137.380554715,-1644046.5289831776,2020-04-25 00:00:00+00:00,29702.71726872958
1433,12887239.532919865,-1602283.7262898982,2020-04-24 00:00:00+00:00,29178.584343440874
1434,12932299.713117374,-1564836.9480765548,2020-04-23 00:00:00+00:00,28592.801922184226
1435,12983993.527696174,-1527709.2841406171,2020-04-22 00:00:00+00:00,28035.34153762088
1436,16700936.161892474,-1488948.974256634,2020-04-21 00:00:00+00:00,27838.213450926392
1437,41086534.66692177,-1450670.2341821287,2020-04-20 00:00:00+00:00,27612.872669280358
1438,41118707.447803415,-1418207.0992520116,2020-04-19 00:00:00+00:00,25952.798531939712
1439,41155742.41109966,-1386902.0740380469,2020-04-18 00:00:00+00:00,24554.00744661488
1440,65516216.502340384,-1358042.449938993,2020-04-17 00:00:00+00:00,23239.1875029969
1441,65524650.933942735,-1329401.7550140433,2020-04-16 00:00:00+00:00,21885.783341859064
1442,65523589.75375583,-1304397.1609098865,2020-04-15 00:00:00+00:00,20529.50425203286
1443,69147077.16175735,-1280053.9732735378,2020-04-14 00:00:00+00:00,19189.108135819497
1444,69189871.21351218,-1255706.469659137,2020-04-13 00:00:00+00:00,17868.2950508176
1445,69237695.65863533,-1231390.1677544669,2020-04-12 00:00:00+00:00,16549.594196062957
1446,44485763.05667468,-1208005.2522748315,2020-04-11 00:00:00+00:00,15232.297402447039
1447,-6009128.065239384,-1183302.9071449128,2020-04-10 00:00:00+00:00,13930.529051851128
1448,-6015123.539218045,-1159938.7349120972,2020-04-09 00:00:00+00:00,12614.156459548598
1449,-6042296.071057248,-1135533.7679510117,2020-04-08 00:00:00+00:00,11210.947019520965
1450,-5969858.068743974,-1109726.882134745,2020-04-07 00:00:00+00:00,9809.716139485781
1451,-6102774.952806809,-1088574.8610734174,2020-04-06 00:00:00+00:00,8283.221787307624
1452,-6119102.656513073,-1078899.8446220686,2020-04-05 00:00:00+00:00,5698.278450725746
1453,-6160342.811484298,-1070086.8920463135,2020-04-04 00:00:00+00:00,3056.62207891749
1454,-6084906.832111657,-1062874.567548177,2020-04-03 00:00:00+00:00,101.4457452185784
1455,-6134474.733483825,-1055632.0483952637,2020-04-02 00:00:00+00:00,-2771.919759603606
1456,-6174295.072481264,-1047906.3996119542,2020-04-01 00:00:00+00:00,-5597.471318621099
1457,-6224482.730729674,-1044208.6378314291,2020-03-31 00:00:00+00:00,-9396.667070655227
1458,-6259818.26245168,-1037041.9335016795,2020-03-30 00:00:00+00:00,-12184.242611170532
1459,-6293804.367447835,-1030911.417941667,2020-03-29 00:00:00+00:00,-15352.935574379713
1460,-6338829.272208257,-1026764.1938256682,2020-03-28 00:00:00+00:00,-18935.907012671098
1461,-6457360.954072793,-1021728.4497081776,2020-03-27 00:00:00+00:00,-22447.67447491351
1462,-18590803.30303437,-5071179.264153595,2020-03-26 00:00:00+00:00,-1025897.6153796031
1463,-18735016.01165886,-5069451.395691924,2020-03-25 00:00:00+00:00,-1030046.582745863
1464,-18758736.436137673,-5068192.874249102,2020-03-24 00:00:00+00:00,-1034335.9416217095
1465,-18809309.72419075,-5068100.827266191,2020-03-23 00:00:00+00:00,-1039142.2086839825
1466,-22525759.31550344,-6288851.218566074,2020-03-22 00:00:00+00:00,-1344841.471088181
1467,-46899296.04477874,-14398882.2276981,2020-03-21 00:00:00+00:00,-3349362.5794064817
1468,-46936922.92113267,-14396942.910167025,2020-03-20 00:00:00+00:00,-3353666.991698478
1469,-46963095.61123657,-14395475.707093144,2020-03-19 00:00:00+00:00,-3358109.7523697955
1470,-71319320.97742411,-22501915.196973775,2020-03-18 00:00:00+00:00,-5361655.319538678
1471,-71441423.56731358,-22488744.179839253,2020-03-17 00:00:00+00:00,-5363701.964653434
1472,-71386655.72271545,-22406389.240311958,2020-03-16 00:00:00+00:00,-5364971.023453926
1473,-75070943.25042832,-23479915.577119846,2020-03-15 00:00:00+00:00,-5664132.30241958
1474,-75109747.57916269,-23465822.929353222,2020-03-14 00:00:00+00:00,-5668970.434826896
1475,-75143171.14581546,-23467012.81261794,2020-03-13 00:00:00+00:00,-5674219.911993143
1476,-50467574.11386344,-15201438.392586801,2020-03-12 00:00:00+00:00,-3641131.789447527
1477,56667.45872298923,1645053.6929343846,2020-03-11 00:00:00+00:00,507831.4659208416
1478,65557.21332667209,1661069.434110054,2020-03-10 00:00:00+00:00,507007.8720117167
1479,96000.54090825173,1720761.9689901494,2020-03-09 00:00:00+00:00,507838.02135299344
1480,-83991.34846616596,1677649.4253729822,2020-03-08 00:00:00+00:00,500482.98206364806
1481,64835.021825352,1735600.9659636477,2020-03-07 00:00:00+00:00,509881.16311389464
1482,-8733.098415473505,1750048.3442744212,2020-03-06 00:00:00+00:00,508638.22282166325
1483,38763.939456626744,1772659.4015011047,2020-03-05 00:00:00+00:00,509386.1682283118
1484,-39430.2475453281,1756787.3418265078,2020-03-04 00:00:00+00:00,500230.7744119301
1485,758.956466348609,1782637.0162400927,2020-03-03 00:00:00+00:00,501431.4829924915
1486,-86236.39873842464,1805184.9076095375,2020-03-02 00:00:00+00:00,501878.83600860613
1487,63853.056233470816,1825730.1368706424,2020-03-01 00:00:00+00:00,502204.6532632906
1488,214666.11609191154,1838593.8862877197,2020-02-29 00:00:00+00:00,502321.3680012964
1489,361877.71292351896,1846876.8338671187,2020-02-28 00:00:00+00:00,501946.0535309218
1490,509320.5550419972,1856767.0670767894,2020-02-27 00:00:00+00:00,502063.75919622666
1491,738448.0296634695,1891179.695541814,2020-02-26 00:00:00+00:00,508294.32175024756
1492,815526.3355301247,1874645.6002416234,2020-02-25 00:00:00+00:00,502113.6150067836
1493,1040925.2998692986,1914027.4785746322,2020-02-24 00:00:00+00:00,509817.7469795225
1494,1131925.8787906328,1912891.9223644985,2020-02-23 00:00:00+00:00,507478.01203344157
1495,1242188.3440727235,1982991.3880952487,2020-02-22 00:00:00+00:00,506828.4535782709
1496,1357976.2308410641,1989369.8262593818,2020-02-21 00:00:00+00:00,506590.801418951
1497,1460750.67531058,1994851.4675808784,2020-02-20 00:00:00+00:00,505374.08180820907
1498,1563594.1755732244,2009937.0666398506,2020-02-19 00:00:00+00:00,504162.289490509
1499,1646646.9780227765,2027629.1735840288,2020-02-18 00:00:00+00:00,501870.7088277314
1500,1728977.125266751,2024616.7024455152,2020-02-17 00:00:00+00:00,500206.67860576924
1501,1928567.368328721,2060648.40939755,2020-02-16 00:00:00+00:00,508195.86279699754
1502,1949874.4862299599,2037613.868008673,2020-02-15 00:00:00+00:00,502425.337317207
1503,2083704.1688503423,2052444.5236633644,2020-02-14 00:00:00+00:00,506082.2113142542
1504,2152756.9566731104,2045757.9851451563,2020-02-13 00:00:00+00:00,504433.47578921664
1505,2211304.983916719,2035609.6277440728,2020-02-12 00:00:00+00:00,501931.1410875796
1506,2357795.3003642657,2055712.4474172886,2020-02-11 00:00:00+00:00,506888.00073303
1507,2402551.885081657,2040649.569993528,2020-02-10 00:00:00+00:00,503173.8665737466
1508,2469750.121155082,2034346.187605294,2020-02-09 00:00:00+00:00,501619.60790267517
1509,2539694.2262959615,2027565.1285177227,2020-02-08 00:00:00+00:00,499947.56593587686
1510,2724668.7708059056,2057733.654524628,2020-02-07 00:00:00+00:00,507386.3805677165
1511,2772215.3477612045,2046239.7097979,2020-02-06 00:00:00+00:00,504552.25721044105
1512,2891136.2210623412,2065721.603137459,2020-02-05 00:00:00+00:00,509356.0117325241
1513,2911318.19588873,2052922.591329278,2020-02-04 00:00:00+00:00,506200.09101269866
1514,2935713.377012454,2041857.1120746036,2020-02-03 00:00:00+00:00,503471.6166759297
1515,2966819.631831684,2033330.2510918772,2020-02-02 00:00:00+00:00,501369.103008956
1516,3116812.2723838263,2064142.9678365996,2020-02-01 00:00:00+00:00,508966.75919258624
1517,3028003.7610019157,2015434.519489966,2020-01-31 00:00:00+00:00,496956.45686053956
1518,2934026.3458547317,1965636.8426412873,2020-01-30 00:00:00+00:00,484677.57763757766
1519,2839192.400699315,,2020-01-29 00:00:00+00:00,472202.67986597505
1520,2749216.135689254,,2020-01-28 00:00:00+00:00,460201.7957681173
1521,2653727.575284791,,2020-01-27 00:00:00+00:00,447599.9631477706
1522,2561739.1750434632,,2020-01-26 00:00:00+00:00,435084.0531823898
1523,2485736.5247137863,,2020-01-25 00:00:00+00:00,424262.24288067606
1524,2422231.934599734,,2020-01-24 00:00:00+00:00,414443.00829722517
1525,2362818.898319454,,2020-01-23 00:00:00+00:00,404730.7814627046
1526,2301229.4289641487,,2020-01-22 00:00:00+00:00,394976.3166922882
1527,2241898.686373855,,2020-01-21 00:00:00+00:00,385312.38246761344
1528,2182500.0150583736,,2020-01-20 00:00:00+00:00,375647.6997173673
1529,2130021.511934373,,2020-01-19 00:00:00+00:00,366529.86131901003
1530,2084598.261236037,,2020-01-18 00:00:00+00:00,358098.9696797349
1531,2046623.6594670976,,2020-01-17 00:00:00+00:00,349683.47635902045
1532,2217613.5155496164,,2020-01-16 00:00:00+00:00,342161.68091474456
1533,2547492.350218423,,2020-01-15 00:00:00+00:00,334818.85497039044
1534,2559521.834429919,,2020-01-14 00:00:00+00:00,327494.54784348153
1535,2530827.7240449213,,2020-01-13 00:00:00+00:00,320180.04651908216
1536,2505463.635738776,,2020-01-12 00:00:00+00:00,313096.60618254245
1537,2475941.734998508,,2020-01-11 00:00:00+00:00,305703.8486218296
1538,2447900.967848408,,2020-01-10 00:00:00+00:00,298626.4472597917
1539,2526591.139766236,,2020-01-09 00:00:00+00:00,291205.57473346905
1540,2392270.8537792065,,2020-01-08 00:00:00+00:00,283441.0021453133
1541,2369752.528304387,,2020-01-07 00:00:00+00:00,276698.94095609547
1542,2367741.9101763964,,2020-01-06 00:00:00+00:00,271728.3771246604
1543,2367896.0691579576,,2020-01-05 00:00:00+00:00,266913.663953351
1544,2374078.896012397,,2020-01-04 00:00:00+00:00,262180.1062365499
1545,2380332.4604222463,,2020-01-03 00:00:00+00:00,257520.91409128334
1546,2384978.84918321,,2020-01-02 00:00:00+00:00,252790.4080377512
1547,2385333.5933765406,,2020-01-01 00:00:00+00:00,248079.4354083273
1548,2367089.196916516,,2019-12-31 00:00:00+00:00,243524.72729335315
1549,2339560.387978522,,2019-12-30 00:00:00+00:00,238844.4003564423
1550,2311764.5104991174,,2019-12-29 00:00:00+00:00,234238.82571146628
1551,2281363.481677182,,2019-12-28 00:00:00+00:00,229485.36791888368
1552,2246671.2901512817,,2019-12-27 00:00:00+00:00,224530.14838429698
1553,2215420.611140812,,2019-12-26 00:00:00+00:00,219955.13126036487
1554,2184517.9537031297,,2019-12-25 00:00:00+00:00,215355.4520287539
1555,2343966.9218935682,,2019-12-24 00:00:00+00:00,210526.48845014672
1556,2308903.8189729317,,2019-12-23 00:00:00+00:00,205834.1718459198
1557,2281905.0410582,,2019-12-22 00:00:00+00:00,201046.7370122281
1558,2283717.009287955,,2019-12-21 00:00:00+00:00,196264.13683585715
1559,2306219.030794937,,2019-12-20 00:00:00+00:00,191459.60006413006
1560,2260274.720833757,,2019-12-19 00:00:00+00:00,186762.12629047158
1561,2206754.2003968307,,2019-12-18 00:00:00+00:00,181467.8331151494
1562,1945353.6022464428,,2019-12-17 00:00:00+00:00,159892.0768969679
1563,1526137.0519213274,,2019-12-16 00:00:00+00:00,125435.92207572554
1564,1424995.16433244,,2019-12-15 00:00:00+00:00,117122.89021910464
1565,1364696.1752705781,,2019-12-14 00:00:00+00:00,112166.8089263489
1566,1303878.4061488237,,2019-12-13 00:00:00+00:00,107168.08817661564
1567,1243455.0899004189,,2019-12-12 00:00:00+00:00,102201.78821099333
1568,1185387.4738123915,,2019-12-11 00:00:00+00:00,97429.10743663492
1569,1016410.019490971,,2019-12-10 00:00:00+00:00,83540.54954720309
1570,1056261.338988772,,2019-12-09 00:00:00+00:00,86816.00046483058
1571,996751.2533281081,,2019-12-08 00:00:00+00:00,81924.76054751573
1572,938286.6781736386,,2019-12-07 00:00:00+00:00,77119.45300057303
1573,879553.5089411463,,2019-12-06 00:00:00+00:00,72292.06922803943
1574,815779.06319896,,2019-12-05 00:00:00+00:00,67050.33396155837
1575,752838.6610217014,,2019-12-04 00:00:00+00:00,61877.150220961754
1576,690637.7819427626,,2019-12-03 00:00:00+00:00,56764.749200775
1577,632966.2040914415,,2019-12-02 00:00:00+00:00,52024.619514365055
1578,595794.9851526143,,2019-12-01 00:00:00+00:00,48969.45083446145
1579,,,2019-11-30 00:00:00+00:00,46551.76572807062
1580,,,2019-11-29 00:00:00+00:00,44230.78375263471
1581,,,2019-11-28 00:00:00+00:00,41976.04065774544
1582,,,2019-11-27 00:00:00+00:00,39872.234125287505
1583,,,2019-11-26 00:00:00+00:00,37865.76596112006
1584,,,2019-11-25 00:00:00+00:00,35806.03117644192
1585,,,2019-11-24 00:00:00+00:00,17871.672952045217
1586,,,2019-11-23 00:00:00+00:00,16061.255218007595
1587,,,2019-11-22 00:00:00+00:00,13492.89802114316
1588,,,2019-11-21 00:00:00+00:00,8561.368949175965
1589,,,2019-11-20 00:00:00+00:00,1907.3509576968404
1590,,,2019-11-19 00:00:00+00:00,986.1218383819423
1591,,,2019-11-18 00:00:00+00:00,90.775548286585
1592,,,2019-11-17 00:00:00+00:00,0.0
1593,,,2019-11-16 00:00:00+00:00,0.0
1594,,,2019-11-15 00:00:00+00:00,0.0
1595,,,2019-11-14 00:00:00+00:00,0.0
1596,,,2019-11-13 00:00:00+00:00,0.0
1597,,,2019-11-12 00:00:00+00:00,0.0
1598,,,2019-11-11 00:00:00+00:00,0.0
1599,,,2019-11-10 00:00:00+00:00,0.0
1600,,,2019-11-09 00:00:00+00:00,0.0
1601,,,2019-11-08 00:00:00+00:00,0.0
1602,,,2019-11-07 00:00:00+00:00,0.0
1603,,,2019-11-06 00:00:00+00:00,0.0
1604,,,2019-11-05 00:00:00+00:00,0.0
1605,,,2019-11-04 00:00:00+00:00,0.0
1606,,,2019-11-03 00:00:00+00:00,0.0
1607,,,2019-11-02 00:00:00+00:00,0.0
1608,,,2019-11-01 00:00:00+00:00,0.0
