period,balance,item,normalized
2023-08-15 00:00:00+00:00,-1354962476.973676,DSR,-0.2536489004565128
2023-08-15 00:00:00+00:00,-3931679611.863662,DAI,-0.7360102050382326
2023-08-15 00:00:00+00:00,1988975086.6397796,Real-World Assets,0.37233602578308056
2023-08-15 00:00:00+00:00,48533.08553071973,Others assets,9.085390916598876e-06
2023-08-16 00:00:00+00:00,1289005771.8393683,Stablecoins,0.24018552453208933
2023-08-16 00:00:00+00:00,-3928989694.3737535,DAI,-0.7321041311380042
2023-08-16 00:00:00+00:00,-1383150123.11718,DSR,-0.2577278124623658
2023-08-16 00:00:00+00:00,1988975319.6867511,Real-World Assets,0.37061360847023006
2023-08-16 00:00:00+00:00,48533.08553071973,Others assets,9.043361061698428e-06
2023-08-16 00:00:00+00:00,2088679190.7947266,Crypto-Loans,0.3891918236366189
2023-08-16 00:00:00+00:00,-54568997.91543904,Equity,-0.01016805639962916
2023-08-17 00:00:00+00:00,1312206836.9940224,Stablecoins,0.24392482096051735
2023-08-17 00:00:00+00:00,-1391452422.2782342,DSR,-0.2586557038193839
2023-08-17 00:00:00+00:00,48533.08553071973,Others assets,9.021766892985798e-06
2023-08-17 00:00:00+00:00,-3933958149.2424626,DAI,-0.7312795591115391
2023-08-17 00:00:00+00:00,1988975319.6867511,Real-World Assets,0.3697286396258036
2023-08-17 00:00:00+00:00,-54143800.301186904,Equity,-0.01006473706907624
2023-08-17 00:00:00+00:00,2078323682.0555835,Crypto-Loans,0.38633751764678603
2023-08-18 00:00:00+00:00,1988799208.387561,Real-World Assets,0.36581956025111095
2023-08-18 00:00:00+00:00,2052523502.8374846,Crypto-Loans,0.37754100164884935
2023-08-18 00:00:00+00:00,-1447239554.8468986,DSR,-0.2662051228194854
2023-08-18 00:00:00+00:00,1395186623.2413445,Stablecoins,0.25663051092834155
2023-08-18 00:00:00+00:00,-3935720321.249243,DAI,-0.7239360671095911
2023-08-18 00:00:00+00:00,-53597991.45577582,Equity,-0.009858810070922866
2023-08-18 00:00:00+00:00,48533.08553071973,Others assets,8.927171698178603e-06
2023-08-19 00:00:00+00:00,-52927903.02812934,Equity,-0.009683279074523649
2023-08-19 00:00:00+00:00,48533.08553071973,Others assets,8.879237314425961e-06
2023-08-19 00:00:00+00:00,-1477903595.7251937,DSR,-0.2703857916880488
2023-08-19 00:00:00+00:00,1988799208.387561,Real-World Assets,0.36385529477284334
2023-08-19 00:00:00+00:00,1415372581.9522915,Stablecoins,0.2589456018725919
2023-08-19 00:00:00+00:00,-3935075516.9166756,DAI,-0.719930929237427
2023-08-19 00:00:00+00:00,2061686692.244619,Crypto-Loans,0.37719022411725034
2023-08-20 00:00:00+00:00,48533.08553071973,Others assets,9.396298735710913e-06
2023-08-20 00:00:00+00:00,1989834345.7566724,Real-World Assets,0.3852439576600376
2023-08-20 00:00:00+00:00,-1140298056.44139,DSR,-0.2207685966986767
2023-08-20 00:00:00+00:00,-3972422428.6265674,DAI,-0.7690849950223628
2023-08-20 00:00:00+00:00,1733451854.6417809,Crypto-Loans,0.33560675757729347
2023-08-20 00:00:00+00:00,-52407497.322412305,Equity,-0.01014640827895974
2023-08-20 00:00:00+00:00,1441793248.9063895,Stablecoins,0.2791398884639333
2023-08-21 00:00:00+00:00,48533.08553071973,Others assets,9.436759087032089e-06
2023-08-21 00:00:00+00:00,1991004052.0911903,Real-World Assets,0.3871302509500805
2023-08-21 00:00:00+00:00,-51866645.16380994,Equity,-0.010084935456115725
2023-08-21 00:00:00+00:00,-3965183406.7955766,DAI,-0.7709891126156081
2023-08-21 00:00:00+00:00,-1125932309.1579413,DSR,-0.2189259519282754
2023-08-21 00:00:00+00:00,1697494318.3506844,Crypto-Loans,0.33006030337267145
2023-08-21 00:00:00+00:00,1454435457.5899265,Stablecoins,0.2828000089181611
2023-08-22 00:00:00+00:00,-50902473.803465895,Equity,-0.00990859293295406
2023-08-22 00:00:00+00:00,-3970205007.7950373,DAI,-0.7728336629474021
2023-08-22 00:00:00+00:00,1453523981.5964825,Stablecoins,0.2829406191049503
2023-08-22 00:00:00+00:00,1693114871.6498106,Crypto-Loans,0.3295789928930025
2023-08-22 00:00:00+00:00,1990517678.7964582,Real-World Assets,0.38747094063038984
2023-08-22 00:00:00+00:00,-1116097583.5297747,DSR,-0.2172577441196431
2023-08-22 00:00:00+00:00,48533.08553071973,Others assets,9.447371657434081e-06
2023-08-23 00:00:00+00:00,-3951726589.52684,DAI,-0.7716168861449524
2023-08-23 00:00:00+00:00,48533.08553071973,Others assets,9.476604082749699e-06
2023-08-23 00:00:00+00:00,-1119397155.4571505,DSR,-0.2185742682053275
2023-08-23 00:00:00+00:00,2041368858.0136,Real-World Assets,0.39859910497561335
2023-08-23 00:00:00+00:00,1672215592.986242,Crypto-Loans,0.32651798134080284
2023-08-23 00:00:00+00:00,-50234613.6568078,Equity,-0.009808845649719377
2023-08-23 00:00:00+00:00,1407725374.5554295,Stablecoins,0.27487343707950107
2023-08-24 00:00:00+00:00,-49592127.97788514,Equity,-0.009588935482378451
2023-08-24 00:00:00+00:00,48533.08553071973,Others assets,9.384163271282814e-06
2023-08-24 00:00:00+00:00,1421028367.6189394,Stablecoins,0.27476436062199133
2023-08-24 00:00:00+00:00,2041189958.6976666,Real-World Assets,0.3946763250401127
2023-08-24 00:00:00+00:00,-3926708790.909814,DAI,-0.7592527037943052
2023-08-24 00:00:00+00:00,1709540591.9067595,Crypto-Loans,0.33054993017462475
2023-08-24 00:00:00+00:00,-1195506532.4211934,DSR,-0.2311583607233156
2023-08-25 00:00:00+00:00,1663981213.817782,Crypto-Loans,0.3225128382191234
2023-08-25 00:00:00+00:00,-3940042208.462952,DAI,-0.7636589793216754
2023-08-25 00:00:00+00:00,-1169770487.0592203,DSR,-0.22672491534976483
2023-08-25 00:00:00+00:00,-49613586.56347139,Equity,-0.009616105328559048
2023-08-25 00:00:00+00:00,1452369303.0875254,Stablecoins,0.2814982177631617
2023-08-25 00:00:00+00:00,48533.08553071973,Others assets,9.406682618808676e-06
2023-08-25 00:00:00+00:00,2043027232.0948098,Real-World Assets,0.3959795373350961
2023-08-26 00:00:00+00:00,1460164269.9918103,Stablecoins,0.2809986178957127
2023-08-26 00:00:00+00:00,2043027232.0948098,Real-World Assets,0.3931666048404025
2023-08-26 00:00:00+00:00,48533.08553071973,Others assets,9.339860066856138e-06
2023-08-26 00:00:00+00:00,-3898897404.6708217,DAI,-0.7503161147997593
2023-08-26 00:00:00+00:00,-1240898344.4482753,DSR,-0.23880239155625899
2023-08-26 00:00:00+00:00,-56543937.26940199,Equity,-0.010881493643980859
2023-08-26 00:00:00+00:00,1693099651.2163522,Crypto-Loans,0.325825437403818
2023-08-27 00:00:00+00:00,1918027232.0948098,Real-World Assets,0.3678230545650296
2023-08-27 00:00:00+00:00,-55994002.89490278,Equity,-0.010738056706125109
2023-08-27 00:00:00+00:00,-1258519537.4097261,DSR,-0.24134824195078547
2023-08-27 00:00:00+00:00,1693304198.289353,Crypto-Loans,0.32472757013065756
2023-08-27 00:00:00+00:00,48533.08553071973,Others assets,9.307265021403383e-06
2023-08-27 00:00:00+00:00,1603157864.6797132,Stablecoins,0.30744006803929164
2023-08-27 00:00:00+00:00,-3900024287.844774,DAI,-0.7479137013430889
2023-08-28 00:00:00+00:00,1917996583.0481074,Real-World Assets,0.36774495052316747
2023-08-28 00:00:00+00:00,-1273155892.5153654,DSR,-0.24410713493413913
2023-08-28 00:00:00+00:00,-3886910623.229108,DAI,-0.7452525032947414
2023-08-28 00:00:00+00:00,1606614641.3347423,Stablecoins,0.3080424788080147
2023-08-28 00:00:00+00:00,-55495466.32895527,Equity,-0.0106403617711189
2023-08-28 00:00:00+00:00,1690902224.605052,Crypto-Loans,0.3242032652314178
2023-08-28 00:00:00+00:00,48533.08553071973,Others assets,9.305437400137182e-06
2023-08-29 00:00:00+00:00,-3909951746.286137,DAI,-0.7436928902866539
2023-08-29 00:00:00+00:00,-54901667.9730362,Equity,-0.010442579035715164
2023-08-29 00:00:00+00:00,1704327558.1445255,Crypto-Loans,0.32417184915788977
2023-08-29 00:00:00+00:00,1967460102.7108223,Real-World Assets,0.3742210096834299
2023-08-29 00:00:00+00:00,-1292628265.8185487,DSR,-0.24586453067763014
2023-08-29 00:00:00+00:00,1585645486.1368473,Stablecoins,0.30159790991671226
2023-08-29 00:00:00+00:00,48533.08553071973,Others assets,9.23124196792298e-06
2023-08-30 00:00:00+00:00,1600074907.1615522,Stablecoins,0.30406748189119365
2023-08-30 00:00:00+00:00,1694652646.224985,Crypto-Loans,0.32204039980351534
2023-08-30 00:00:00+00:00,-3903773566.7821884,DAI,-0.74184689292488
2023-08-30 00:00:00+00:00,1967460102.7108223,Real-World Assets,0.3738828954038883
2023-08-30 00:00:00+00:00,-1304103583.952837,DSR,-0.24782308073392192
2023-08-30 00:00:00+00:00,48533.08553071973,Others assets,9.222901402731573e-06
2023-08-30 00:00:00+00:00,-54359038.4478609,Equity,-0.01033002634119729
2023-08-31 00:00:00+00:00,1967245271.3203716,Real-World Assets,0.3730874909990565
2023-08-31 00:00:00+00:00,-1317680275.1800883,DSR,-0.24989767924358905
2023-08-31 00:00:00+00:00,1691792941.7871192,Crypto-Loans,0.32084803717313326
2023-08-31 00:00:00+00:00,1613792454.480438,Stablecoins,0.3060552675423177
2023-08-31 00:00:00+00:00,-53459719.626461245,Equity,-0.01013862020954952
2023-08-31 00:00:00+00:00,-3901739205.866906,DAI,-0.7399637005468608
2023-08-31 00:00:00+00:00,48533.08553071973,Others assets,9.204285492548553e-06
2023-09-01 00:00:00+00:00,1967093806.5097845,Real-World Assets,0.3740159101783568
2023-09-01 00:00:00+00:00,48533.08553071973,Others assets,9.227900620938632e-06
2023-09-01 00:00:00+00:00,1609479139.388137,Stablecoins,0.30602038562635175
2023-09-01 00:00:00+00:00,-1328919349.2282186,DSR,-0.2526757891821716
2023-09-01 00:00:00+00:00,-3877756588.3172235,DAI,-0.7373022349162542
2023-09-01 00:00:00+00:00,1682763892.0071492,Crypto-Loans,0.3199544762946705
2023-09-01 00:00:00+00:00,-52709433.44515534,Equity,-0.010021975901573372
2023-09-02 00:00:00+00:00,-1340299105.25477,DSR,-0.2542343465061659
2023-09-02 00:00:00+00:00,-3879577012.653599,DAI,-0.7358967283238218
2023-09-02 00:00:00+00:00,-52028027.51465377,Equity,-0.009868925170011596
2023-09-02 00:00:00+00:00,1682117310.1186306,Crypto-Loans,0.3190720589218253
2023-09-02 00:00:00+00:00,48533.08553071973,Others assets,9.20598785409543e-06
2023-09-02 00:00:00+00:00,1622644495.7090807,Stablecoins,0.3077909709564488
2023-09-02 00:00:00+00:00,1967093806.5097845,Real-World Assets,0.37312776413387194
2023-09-03 00:00:00+00:00,-50456208.982036926,Equity,-0.009534436229806322
2023-09-03 00:00:00+00:00,48533.08553071973,Others assets,9.171034018689813e-06
2023-09-03 00:00:00+00:00,-1355836299.4362512,DSR,-0.25620503394604527
2023-09-03 00:00:00+00:00,1681628377.9439304,Crypto-Loans,0.31776819652556815
2023-09-03 00:00:00+00:00,-3885704602.465093,DAI,-0.7342605298241477
2023-09-03 00:00:00+00:00,1643226393.3441396,Stablecoins,0.31051158171736765
2023-09-03 00:00:00+00:00,1967093806.5097845,Real-World Assets,0.37171105072304556
2023-09-04 00:00:00+00:00,1676473887.508431,Crypto-Loans,0.3173038946149749
2023-09-04 00:00:00+00:00,-1356602200.0170364,DSR,-0.2567622226125989
2023-09-04 00:00:00+00:00,-3876413640.000397,DAI,-0.7336834496949787
2023-09-04 00:00:00+00:00,48533.08553071973,Others assets,9.185789991316886e-06
2023-09-04 00:00:00+00:00,1639879865.948341,Stablecoins,0.3103777947531406
2023-09-04 00:00:00+00:00,-50480253.03464951,Equity,-0.009554327692421719
2023-09-04 00:00:00+00:00,1967093806.5097845,Real-World Assets,0.3723091248418932
2023-09-05 00:00:00+00:00,1675753275.070988,Crypto-Loans,0.31774598229714673
2023-09-05 00:00:00+00:00,-50040235.33812956,Equity,-0.009488320248827092
2023-09-05 00:00:00+00:00,48533.08553071973,Others assets,9.20254381434326e-06
2023-09-05 00:00:00+00:00,1967082579.8387067,Real-World Assets,0.37298604507514865
2023-09-05 00:00:00+00:00,1630992760.524854,Stablecoins,0.30925877008389024
2023-09-05 00:00:00+00:00,-1369353920.4999804,DSR,-0.25964842978646924
2023-09-05 00:00:00+00:00,-3854482992.6819654,DAI,-0.7308632499647029
2023-09-06 00:00:00+00:00,-49974107.24376035,Equity,-0.009422338526836247
2023-09-06 00:00:00+00:00,48533.08553071973,Others assets,9.150641939270184e-06
2023-09-06 00:00:00+00:00,1660320022.931215,Stablecoins,0.31304405784849143
2023-09-06 00:00:00+00:00,-3859460531.51182,DAI,-0.7276797058422327
2023-09-06 00:00:00+00:00,1967105198.0959466,Real-World Assets,0.3708866874590039
2023-09-06 00:00:00+00:00,1676316499.381864,Crypto-Loans,0.3160601040505654
2023-09-06 00:00:00+00:00,-1394355614.7389722,DSR,-0.26289795563093027
2023-09-07 00:00:00+00:00,-49889547.61531104,Equity,-0.009418577770404477
2023-09-07 00:00:00+00:00,1673118624.0339184,Crypto-Loans,0.3158657200318921
2023-09-07 00:00:00+00:00,48533.08553071973,Others assets,9.162493194636397e-06
2023-09-07 00:00:00+00:00,1606533606.980838,Stablecoins,0.3032952279862662
2023-09-07 00:00:00+00:00,-1403238269.1032577,DSR,-0.2649153860818066
2023-09-07 00:00:00+00:00,-3843802232.749879,DAI,-0.7256660361477882
2023-09-07 00:00:00+00:00,2017229285.3681643,Real-World Assets,0.3808298894886471
2023-09-08 00:00:00+00:00,2016857444.746441,Real-World Assets,0.37954220649275777
2023-09-08 00:00:00+00:00,1666697290.2434788,Crypto-Loans,0.3136473372187385
2023-09-08 00:00:00+00:00,-50432387.307379834,Equity,-0.009490616011161227
2023-09-08 00:00:00+00:00,-1420655871.707589,DSR,-0.2673460465038363
2023-09-08 00:00:00+00:00,1630318109.427333,Stablecoins,0.3068013230924923
2023-09-08 00:00:00+00:00,-3842833118.4878106,DAI,-0.7231633374850018
2023-09-08 00:00:00+00:00,48533.08553071973,Others assets,9.133196011553958e-06
2023-09-09 00:00:00+00:00,-1435205728.37954,DSR,-0.2696307508831151
2023-09-09 00:00:00+00:00,-3835651319.083334,DAI,-0.7206002072315821
2023-09-09 00:00:00+00:00,1667640688.1067662,Crypto-Loans,0.3132980882435225
2023-09-09 00:00:00+00:00,48533.08553071973,Others assets,9.117865150313707e-06
2023-09-09 00:00:00+00:00,-51999205.68645744,Equity,-0.009769041885301984
2023-09-09 00:00:00+00:00,1638309587.2105982,Stablecoins,0.30778768189377115
2023-09-09 00:00:00+00:00,2016857444.746441,Real-World Assets,0.3789051119975561
2023-09-10 00:00:00+00:00,2016857444.746441,Real-World Assets,0.37721987145683505
2023-09-10 00:00:00+00:00,1667868291.405029,Crypto-Loans,0.3119472147769141
2023-09-10 00:00:00+00:00,-51297180.857686035,Equity,-0.009594290374680925
2023-09-10 00:00:00+00:00,48533.08553071973,Others assets,9.077311999908507e-06
2023-09-10 00:00:00+00:00,-3836324058.071008,DAI,-0.7175210483129825
2023-09-10 00:00:00+00:00,-1459015026.4336581,DSR,-0.2728846613123357
2023-09-10 00:00:00+00:00,1661861996.1253562,Stablecoins,0.31082383645425093
2023-09-11 00:00:00+00:00,1581593736.3372,Stablecoins,0.2952808026855056
2023-09-11 00:00:00+00:00,-3838479319.005652,DAI,-0.7166374198171785
2023-09-11 00:00:00+00:00,48533.08553071973,Others assets,9.061042746352807e-06
2023-09-11 00:00:00+00:00,-50711394.18939509,Equity,-0.009467729188295894
2023-09-11 00:00:00+00:00,2116685223.3861132,Real-World Assets,0.3951814536402192
2023-09-11 00:00:00+00:00,1657908747.248069,Crypto-Loans,0.3095286826315287
2023-09-11 00:00:00+00:00,-1467045526.8618615,DSR,-0.2738948509945247
2023-09-12 00:00:00+00:00,-3844687877.4191556,DAI,-0.7160967538828628
2023-09-12 00:00:00+00:00,48533.08553071973,Others assets,9.039585556109562e-06
2023-09-12 00:00:00+00:00,-50040651.26724747,Equity,-0.009320378942884363
2023-09-12 00:00:00+00:00,1658360590.3003519,Crypto-Loans,0.3088798553599417
2023-09-12 00:00:00+00:00,-1474221765.4913812,DSR,-0.27458286717425207
2023-09-12 00:00:00+00:00,1594035641.834828,Stablecoins,0.2968989382456076
2023-09-12 00:00:00+00:00,2116505528.9570782,Real-World Assets,0.3942121668088946
2023-09-13 00:00:00+00:00,-49966851.50138134,Equity,-0.009274462382558836
2023-09-13 00:00:00+00:00,1658919834.8186116,Crypto-Loans,0.30791593109044696
2023-09-13 00:00:00+00:00,2166504859.399914,Real-World Assets,0.40212995648885225
2023-09-13 00:00:00+00:00,1562100676.2083359,Stablecoins,0.28994510408292223
2023-09-13 00:00:00+00:00,48533.08553071973,Others assets,9.008337778731708e-06
2023-09-13 00:00:00+00:00,-1490721776.952367,DSR,-0.27669630220394775
2023-09-13 00:00:00+00:00,-3846885275.058639,DAI,-0.7140292354134927
2023-09-14 00:00:00+00:00,1659088542.0449917,Crypto-Loans,0.30629960458630495
2023-09-14 00:00:00+00:00,48533.08553071973,Others assets,8.960139577053168e-06
2023-09-14 00:00:00+00:00,-49896805.64635769,Equity,-0.009211908498120777
2023-09-14 00:00:00+00:00,-3851794544.010024,DAI,-0.7111152394095449
2023-09-14 00:00:00+00:00,-1514863282.4848907,DSR,-0.2796728520923334
2023-09-14 00:00:00+00:00,2216504859.399914,Real-World Assets,0.40920936091872906
2023-09-14 00:00:00+00:00,1540912697.6108408,Stablecoins,0.28448207435538886
2023-09-15 00:00:00+00:00,-1537878230.7585888,DSR,-0.2834379676486735
2023-09-15 00:00:00+00:00,-49809145.22021446,Equity,-0.009180052496465432
2023-09-15 00:00:00+00:00,1550840940.0356808,Stablecoins,0.28582705405306796
2023-09-15 00:00:00+00:00,48533.08553071973,Others assets,8.944868879352667e-06
2023-09-15 00:00:00+00:00,-3838114408.857643,DAI,-0.7073819798548603
2023-09-15 00:00:00+00:00,1658405157.7773616,Crypto-Loans,0.30565162966552245
2023-09-15 00:00:00+00:00,2216507153.9378777,Real-World Assets,0.4085123714125303
2023-09-16 00:00:00+00:00,-1549136709.0312164,DSR,-0.2844208039694229
2023-09-16 00:00:00+00:00,-49669998.638962924,Equity,-0.009119389440386245
2023-09-16 00:00:00+00:00,2216507153.9378777,Real-World Assets,0.4069497178988385
2023-09-16 00:00:00+00:00,48533.08553071973,Others assets,8.91065270436756e-06
2023-09-16 00:00:00+00:00,-3847829710.662136,DAI,-0.70645980659019
2023-09-16 00:00:00+00:00,1657947764.0859718,Crypto-Loans,0.30439846480401034
2023-09-16 00:00:00+00:00,1572132967.2229397,Stablecoins,0.28864290664444675
2023-09-17 00:00:00+00:00,1678151151.9782877,Crypto-Loans,0.3061904728750168
2023-09-17 00:00:00+00:00,-50010205.010353096,Equity,-0.009124713410139033
2023-09-17 00:00:00+00:00,2216507153.9378777,Real-World Assets,0.4044173093675398
2023-09-17 00:00:00+00:00,1586035707.365148,Stablecoins,0.2893833625548646
2023-09-17 00:00:00+00:00,-1565601838.939906,DSR,-0.28565505963744553
2023-09-17 00:00:00+00:00,-3865130502.4165807,DAI,-0.7052202269524146
2023-09-17 00:00:00+00:00,48533.08553071973,Others assets,8.855202578871737e-06
2023-09-18 00:00:00+00:00,-1540127786.1080146,DSR,-0.28177922571448216
2023-09-18 00:00:00+00:00,2266507153.9378777,Real-World Assets,0.41467639027983794
2023-09-18 00:00:00+00:00,48533.08553071973,Others assets,8.879532845089404e-06
2023-09-18 00:00:00+00:00,1659814013.2966723,Crypto-Loans,0.3036768193623007
2023-09-18 00:00:00+00:00,-49975971.504813,Equity,-0.009143520870136162
2023-09-18 00:00:00+00:00,-3875621340.477176,DAI,-0.709077253415381
2023-09-18 00:00:00+00:00,1539355397.7699275,Stablecoins,0.2816379108250164
2023-09-19 00:00:00+00:00,1491817147.5699165,Stablecoins,0.27270362805884957
2023-09-19 00:00:00+00:00,1659736501.1531627,Crypto-Loans,0.303399224377769
2023-09-19 00:00:00+00:00,-1550079194.9141645,DSR,-0.2833539089694786
2023-09-19 00:00:00+00:00,-3870363339.055121,DAI,-0.7075010004983394
2023-09-19 00:00:00+00:00,-50027947.8094919,Equity,-0.009145090532181207
2023-09-19 00:00:00+00:00,48533.08553071973,Others assets,8.871830255254147e-06
2023-09-19 00:00:00+00:00,2318868299.9701724,Real-World Assets,0.42388827573312626
2023-09-20 00:00:00+00:00,1403026146.446561,Stablecoins,0.25611371737403854
2023-09-20 00:00:00+00:00,-1590304340.0723867,DSR,-0.29030018957492
2023-09-20 00:00:00+00:00,2415687360.4339714,Real-World Assets,0.4409687385093848
2023-09-20 00:00:00+00:00,48533.08553071973,Others assets,8.859413619900226e-06
2023-09-20 00:00:00+00:00,-3838163648.777438,DAI,-0.7006329586002014
2023-09-20 00:00:00+00:00,1659375409.4136062,Crypto-Loans,0.3029086847029568
2023-09-20 00:00:00+00:00,-49669460.529839635,Equity,-0.00906685182487783
2023-09-21 00:00:00+00:00,1358351511.6170573,Stablecoins,0.24765749067364057
2023-09-21 00:00:00+00:00,2467262648.422219,Real-World Assets,0.44983649012444205
2023-09-21 00:00:00+00:00,-49613523.52640375,Equity,-0.009045641452115338
2023-09-21 00:00:00+00:00,-1596477741.3657944,DSR,-0.2910731632876765
2023-09-21 00:00:00+00:00,-3838707551.0946436,DAI,-0.6998811952602072
2023-09-21 00:00:00+00:00,48533.08553071973,Others assets,8.848653735348989e-06
2023-09-21 00:00:00+00:00,1659136122.86204,Crypto-Loans,0.30249717054818204
2023-09-22 00:00:00+00:00,-1599838767.2103634,DSR,-0.29155459564910147
2023-09-22 00:00:00+00:00,1360841556.0550573,Stablecoins,0.24799974706823452
2023-09-22 00:00:00+00:00,2467157837.495648,Real-World Assets,0.4496148114774198
2023-09-22 00:00:00+00:00,-3837930371.517918,DAI,-0.6994243798382584
2023-09-22 00:00:00+00:00,-49500796.59401104,Equity,-0.009021024512639288
2023-09-22 00:00:00+00:00,48533.08553071973,Others assets,8.844668861341357e-06
2023-09-22 00:00:00+00:00,1659222008.686062,Crypto-Loans,0.30237659678548456
2023-09-23 00:00:00+00:00,-49364700.5167,Equity,-0.008953293523326246
2023-09-23 00:00:00+00:00,-3854302713.9806576,DAI,-0.6990562722921322
2023-09-23 00:00:00+00:00,48533.08553071973,Others assets,8.802463213612134e-06
2023-09-23 00:00:00+00:00,1659356946.6087246,Crypto-Loans,0.3009581674243584
2023-09-23 00:00:00+00:00,2467157837.495648,Real-World Assets,0.4474693061289946
2023-09-23 00:00:00+00:00,1387016728.8667662,Stablecoins,0.25156372398343346
2023-09-23 00:00:00+00:00,-1609912631.5593064,DSR,-0.2919904341845406
2023-09-24 00:00:00+00:00,-3845288065.5186367,DAI,-0.6967971081814207
2023-09-24 00:00:00+00:00,48533.08553071973,Others assets,8.794585235934947e-06
2023-09-24 00:00:00+00:00,2467157837.495648,Real-World Assets,0.4470688326343188
2023-09-24 00:00:00+00:00,1649261259.012267,Crypto-Loans,0.298859397874629
2023-09-24 00:00:00+00:00,-1623731538.9017658,DSR,-0.2942332073675521
2023-09-24 00:00:00+00:00,1402051348.6992471,Stablecoins,0.25406297490581625
2023-09-24 00:00:00+00:00,-49499373.87228503,Equity,-0.008969684451026213
2023-09-25 00:00:00+00:00,48533.08553071973,Others assets,8.799336945073784e-06
2023-09-25 00:00:00+00:00,2517157837.495648,Real-World Assets,0.45637568091642866
2023-09-25 00:00:00+00:00,-49406332.69194013,Equity,-0.008957661847022246
2023-09-25 00:00:00+00:00,1643557947.9902725,Crypto-Loans,0.29798682723286546
2023-09-25 00:00:00+00:00,1354774617.3355846,Stablecoins,0.2456286925137608
2023-09-25 00:00:00+00:00,-1635638276.2100914,DSR,-0.29655094365517504
2023-09-25 00:00:00+00:00,-3830494327.004999,DAI,-0.6944913944978018
2023-09-26 00:00:00+00:00,-3820412278.990162,DAI,-0.6928954121043204
2023-09-26 00:00:00+00:00,-1643450743.6002584,DSR,-0.29806717105439007
2023-09-26 00:00:00+00:00,2518476478.5486045,Real-World Assets,0.4567676653840706
2023-09-26 00:00:00+00:00,-49829538.00481205,Equity,-0.00903741684128878
2023-09-26 00:00:00+00:00,1356269242.358535,Stablecoins,0.24598202156779622
2023-09-26 00:00:00+00:00,48533.08553071973,Others assets,8.80228358715022e-06
2023-09-26 00:00:00+00:00,1638898306.602567,Crypto-Loans,0.29724151076454614
2023-09-27 00:00:00+00:00,48533.08553071973,Others assets,8.809760414943273e-06
2023-09-27 00:00:00+00:00,1639110915.361421,Crypto-Loans,0.29753258627482815
2023-09-27 00:00:00+00:00,1251377172.6566248,Stablecoins,0.22715087984372956
2023-09-27 00:00:00+00:00,-49828521.61171142,Equity,-0.009044908899355749
2023-09-27 00:00:00+00:00,-3802376979.5227876,DAI,-0.6902101902358619
2023-09-27 00:00:00+00:00,-1656807598.5176773,DSR,-0.3007449008647814
2023-09-27 00:00:00+00:00,2618476478.5486045,Real-World Assets,0.4753077241210273
2023-09-28 00:00:00+00:00,1638830786.5492415,Crypto-Loans,0.2962922794449939
2023-09-28 00:00:00+00:00,-49792783.6891899,Equity,-0.009002282298007284
2023-09-28 00:00:00+00:00,2617893561.393116,Real-World Assets,0.4733018546001262
2023-09-28 00:00:00+00:00,-1648542329.1446996,DSR,-0.29804807700271146
2023-09-28 00:00:00+00:00,48533.08553071973,Others assets,8.774535271377592e-06
2023-09-28 00:00:00+00:00,-3832793776.5825014,DAI,-0.6929496406992804
2023-09-28 00:00:00+00:00,1274356008.3885076,Stablecoins,0.23039709141960865
2023-09-29 00:00:00+00:00,-49963368.67130216,Equity,-0.009018578519650666
2023-09-29 00:00:00+00:00,48533.08553071973,Others assets,8.760406960132017e-06
2023-09-29 00:00:00+00:00,2705104340.5045257,Real-World Assets,0.48828164608325386
2023-09-29 00:00:00+00:00,1658156570.066081,Crypto-Loans,0.2993035822583546
2023-09-29 00:00:00+00:00,-1658366974.5701764,DSR,-0.2993415610734652
2023-09-29 00:00:00+00:00,1176739751.7283137,Stablecoins,0.2124060112514315
2023-09-29 00:00:00+00:00,-3831718852.1429677,DAI,-0.6916398604068833
2023-09-30 00:00:00+00:00,1658658181.521908,Crypto-Loans,0.2997049053808901
2023-09-30 00:00:00+00:00,1170493361.4738977,Stablecoins,0.2114978276160639
2023-09-30 00:00:00+00:00,2705104340.5045257,Real-World Assets,0.4887884975025131
2023-09-30 00:00:00+00:00,-1656559106.3099537,DSR,-0.29932562100223115
2023-09-30 00:00:00+00:00,-3827825911.099466,DAI,-0.6916543838152057
2023-09-30 00:00:00+00:00,-49919399.17643793,Equity,-0.009019995182562334
2023-09-30 00:00:00+00:00,48533.08553071973,Others assets,8.769500532943218e-06
2023-10-01 00:00:00+00:00,-3816091055.137496,DAI,-0.6887553994815813
2023-10-01 00:00:00+00:00,1176279823.778473,Stablecoins,0.2123033932426634
2023-10-01 00:00:00+00:00,2705104340.5045257,Real-World Assets,0.4882365734369049
2023-10-01 00:00:00+00:00,48533.08553071973,Others assets,8.759598298311624e-06
2023-10-01 00:00:00+00:00,-49690592.85972181,Equity,-0.008968513497469773
2023-10-01 00:00:00+00:00,1659127939.9924653,Crypto-Loans,0.2994512737221334
2023-10-01 00:00:00+00:00,-1674778989.363772,DSR,-0.30227608702094816
2023-10-02 00:00:00+00:00,1112035953.8371878,Stablecoins,0.20036244393151123
2023-10-02 00:00:00+00:00,-49710755.33086359,Equity,-0.008956696403029688
2023-10-02 00:00:00+00:00,-1655328235.3798234,DSR,-0.2982507981015299
2023-10-02 00:00:00+00:00,1683361133.6442537,Crypto-Loans,0.30330165998001823
